NUMBER,OUTTLET_ID,OUTLET_NAME,REG_CODE,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,KABUPATEN,KECAMATAN,KELURAHAN,COVERAGE_STATUS,OWNER_NAME,OUTLET_TYPE,TYPE_KAWASAN,TIPE_BANGUNAN,POSISI,UNIT_DISPLAY,TIPE_SHOPBLIND
12,LP010901012,HAMDAN,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,KALISTA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
13,LP010901013,HERMAN,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,HERMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
14,LP010901014,ISNA,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,ISNA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
15,LP010901015,IWAN,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,IWAN,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
16,LP010901016,LEKO,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,LEKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
17,LP010901017,MAK WEK,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,INSAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
18,LP010901018,MASLIM,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,MUSLIM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
19,LP010901019,NUR,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,NUR,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
20,LP010901020,PURWANTO,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,PURWANTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
21,LP010901021,RIDWAN,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,RIDWAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
22,LP010901022,RIYAN,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,RIYAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
23,LP010901023,ROSI,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,ROSI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
24,LP010901024,RUSLAN,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,RUSLAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
25,LP010901025,SALIM,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,SALIM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
26,LP010901026,SIFA,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,SIFA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
27,LP010901027,SUGENG,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,SUENG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
28,LP010901028,TEH NUR,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,TEH NUR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
29,LP010901029,TINI,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,EVA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
30,LP010901030,UCOK,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,UCOK,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
31,LP010901031,UNI KALILA,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Non-Coverage,UNI KALILA,TOKO,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,BELUM ADA,BIG
32,LP010901032,VERA,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,VERA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
33,LP010901033,WINDA,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,WINDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
34,LP010901034,YUDI,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,YUDI,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,KOMPETITOR,BIG
35,LP010901035,YUNI,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,YUNI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
36,LP010901036,ZAKY,LPG,1,9,1,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,RAJABASA,Coverage,ZAKY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
37,LP010902037,TITIN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,ALDA ALDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
38,LP010902038,AMY,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,AMY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
39,LP010902039,ANISA,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,ANISA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
40,LP010902040,AYU,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,Ayu,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
41,LP010902041,AYU,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,AYU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
42,LP010902042,AZIS,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,AZIS,KIOS,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
43,LP010902043,DEVI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,ANDRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
44,LP010902044,DIAN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,DIAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
45,LP010902045,HAFNI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,KALIANDA,TAJIMALELA,Coverage,HAFNI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
46,LP010902046,HAMBRI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,HAMBRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
47,LP010902047,ICHA,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,SUKARAJA,Coverage,TETEH ICHA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
48,LP010902048,INAH,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,INAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
49,LP010902049,KOMARIAH,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,SAMSIDAR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
50,LP010902050,NAKSAN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,TARPAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
51,LP010902051,NASRUL,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,NASRUL,TOKO,PERKANTORAN [PKT],Permanen,SEJAJAR JALAN,PERUSAHAAN,BIG
52,LP010902052,NAZARUDIN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,NAZARUDIN,KIOS,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
53,LP010902053,NOVI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,NOVI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
54,LP010902054,TUPON,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,OKTA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
55,LP010902055,PAK WAZIR,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,KALIANDA,TAJIMALELA,Coverage,PAK WAZIR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
56,LP010902056,PANJI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,PANJI,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,BIG
57,LP010902057,RIDWAN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,RISDWAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
58,LP010902058,RIO,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,RIO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
59,LP010902059,ROHAYATI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,ROHAYATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
60,LP010902060,RUDI CELL,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,RUDI CELL,KIOS,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,BIG
61,LP010902061,RUSLI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,RUSLI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
62,LP010902062,RUSMAINI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,RUSMAINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
63,LP010902063,SAIYAH,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,SAIYAH,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,BIG
64,LP010902064,TIA,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,TIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
65,LP010902065,DARWIN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,TIARA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
66,LP010902066,USMAN,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,USMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
67,LP010902067,WR. REVA,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,WR. REVA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
68,LP010902068,AMRIL,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,wr. sairin,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
69,LP010902069,ZELDA,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,WAYMULI,Coverage,YANTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
70,LP010902070,YATI,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,YATI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
71,LP010902071,YUSUF,LPG,1,9,2,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KUNYIR,Coverage,YUSUF,TOKO,PERKANTORAN [PKT],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
72,LP010903072,ADEL,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,ADEL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
73,LP010903073,ADIN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,ADIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
74,LP010903074,AISAH,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KERINJING,Coverage,AISAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
75,LP010903075,AMALIA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,HARGO PANCORAN,Coverage,AMALIA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
76,LP010903076,ARGA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,ARGA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
77,LP010903077,ARIFIN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,ARIFIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,PERUSAHAAN & OUTLET,BIG
78,LP010903078,ASNAN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KERINJING,Coverage,ASNAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
79,LP010903079,BAIN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,HARGO PANCORAN,Coverage,BAIM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
80,LP010903080,CEMPAKA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,CEMPAKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,PERUSAHAAN & OUTLET,BIG
81,LP010903081,CIKA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CUGUNG,Coverage,CIKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
82,LP010903082,EKI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,EKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
83,LP010903083,ELA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CUGUNG,Coverage,ELA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
84,LP010903084,ERLINDA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,ERLINDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
85,LP010903085,ERNA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,ERNA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
86,LP010903086,FITRI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,fitri,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
87,LP010903087,HENDRIK,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,HENDRIK,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
88,LP010903088,HERMAN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,HERMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
89,LP010903089,JUANA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,JOANA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
90,LP010903090,MEGA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,mega,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,OUTLET,BIG
91,LP010903091,MIMISUMIATI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,MIMISUMIATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
92,LP010903092,RODIAH,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,RODIAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
93,LP010903093,ROHANIAH,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CUGUNG,Coverage,ROHANI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
94,LP010903094,ROSMAINI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,ROSMAINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
95,LP010903095,SAMSUDIN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,SAMSUDIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
96,LP010903096,SETIAWAN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,SETIAWAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
97,LP010903097,SISWATI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,SIS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
98,LP010903098,SRIYATUN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,sriyatun,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,BIG
99,LP010903099,SUPRI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,HARGO PANCORAN,Coverage,SUPRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
100,LP010903100,SUPRIONO,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,SUPRIONO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
101,LP010903101,SURTINI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CUGUNG,Coverage,SURTINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
102,LP010903102,TIA,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KERINJING,Coverage,WAHYU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
103,LP010903103,TIAS,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,BAKAUHENI,TOTOHARJO,Coverage,TIAS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
104,LP010903104,TINI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BATU BALAK,Coverage,TINI,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,OUTLET,BIG
105,LP010903105,UDIN,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CUGUNG,Coverage,UDIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
106,LP010903106,YANTI,LPG,1,9,3,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,KERINJING,Coverage,YANTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
107,LP010904107,AQIL,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,AKIL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
108,LP010904108,AYAS,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,AYAS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
109,LP010904109,AZAM,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,AZAM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
110,LP010904110,AZIS,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANGGUNG,Coverage,AZIS,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,OUTLET,BIG
111,LP010904111,BAIHAKI,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BETUNG,Coverage,BAIHAKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
112,LP010904112,BULE,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,wr. bule,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
113,LP010904113,DIKA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BETUNG,Coverage,DIKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
114,LP010904114,DINA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,DINA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
115,LP010904115,ELDA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,ELDA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
116,LP010904116,EVI,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,EVI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
117,LP010904117,FATMA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,IRSAL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
118,LP010904118,FRIZKA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,FRIZKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
119,LP010904119,INDRA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,INDRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
120,LP010904120,KAMSIRI,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANGGUNG,Coverage,KASMIRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
121,LP010904121,LIZA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,LISA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
122,LP010904122,MEGA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BANDING,Coverage,MEGA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
123,LP010904123,MELIN,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,AZZAHRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
124,LP010904124,MELY,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BETUNG,Coverage,MELY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
125,LP010904125,MUJINAH,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BETUNG,Coverage,MUJINAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
126,LP010904126,NAIRA,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,BETUNG,Coverage,NAIRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
127,LP010904127,PAK ALI,LPG,1,9,4,SPV001,TMC009,LAMPUNG SELATAN,RAJABASA,CANTI,Coverage,PAK ALI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
